channel_name,slat,slon,selev
ZY.SV03..HNN,35.77050018310547,-117.59970092773438,671.0
ZY.SV03..HNZ,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HHE,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HHN,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HHZ,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HNE,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HNN,35.77050018310547,-117.59970092773438,671.0
ZY.SV03.CC.HNZ,35.77050018310547,-117.59970092773438,671.0
ZY.SV04..HHE,35.90230178833008,-117.70179748535156,707.0
ZY.SV04..HHN,35.90230178833008,-117.70179748535156,707.0
ZY.SV04..HHZ,35.90230178833008,-117.70179748535156,707.0
ZY.SV04..HNE,35.90230178833008,-117.70179748535156,707.0
ZY.SV04..HNN,35.90230178833008,-117.70179748535156,707.0
ZY.SV04..HNZ,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HHE,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HHN,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HHZ,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HNE,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HNN,35.90230178833008,-117.70179748535156,707.0
ZY.SV04.CC.HNZ,35.90230178833008,-117.70179748535156,707.0
ZY.SV05..HHE,35.7224006652832,-117.5718994140625,664.0
ZY.SV05..HHN,35.7224006652832,-117.5718994140625,664.0
ZY.SV05..HHZ,35.7224006652832,-117.5718994140625,664.0
ZY.SV05..HNE,35.7224006652832,-117.5718994140625,664.0
ZY.SV05..HNN,35.7224006652832,-117.5718994140625,664.0
ZY.SV05..HNZ,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HHE,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HHN,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HHZ,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HNE,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HNN,35.7224006652832,-117.5718994140625,664.0
ZY.SV05.CC.HNZ,35.7224006652832,-117.5718994140625,664.0
ZY.SV06..HHE,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06..HHN,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06..HHZ,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06..HNE,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06..HNN,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06..HNZ,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HHE,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HHN,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HHZ,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HNE,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HNN,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV06.CC.HNZ,35.601200103759766,-117.381103515625,597.9000244140625
ZY.SV07..HHE,35.697601318359375,-117.60320281982422,664.0
ZY.SV07..HHN,35.697601318359375,-117.60320281982422,664.0
ZY.SV07..HHZ,35.697601318359375,-117.60320281982422,664.0
ZY.SV07..HNE,35.697601318359375,-117.60320281982422,664.0
ZY.SV07..HNN,35.697601318359375,-117.60320281982422,664.0
ZY.SV07..HNZ,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HHE,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HHN,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HHZ,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HNE,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HNN,35.697601318359375,-117.60320281982422,664.0
ZY.SV07.CC.HNZ,35.697601318359375,-117.60320281982422,664.0
ZY.SV08..HHE,35.57609939575195,-117.418701171875,604.0
ZY.SV08..HHN,35.57609939575195,-117.418701171875,604.0
ZY.SV08..HHZ,35.57609939575195,-117.418701171875,604.0
ZY.SV08..HNE,35.57609939575195,-117.418701171875,604.0
ZY.SV08..HNN,35.57609939575195,-117.418701171875,604.0
ZY.SV08..HNZ,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HHE,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HHN,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HHZ,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HNE,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HNN,35.57609939575195,-117.418701171875,604.0
ZY.SV08.CC.HNZ,35.57609939575195,-117.418701171875,604.0
